ЗМІ;Рік;Місяць;День;Назва;Колєсніков;Солошенко;Мазур;Шилова;Антипов;Мороз;Вілкул;Резник;Партія регіонів;УДАР;КПУ;Батьківщина;Виконком;Кошти;Освіта;Газета;Комунальна власність;Референдум;ЖКХ;Комісія;Податки;Підприємництво;Земля;Бюджет;ЗМІ;Народ;Соціально-економічний розвиток;Медицина;Звалище;Дитсадки;Рейдерство;Прокуратура;Корупція;Сесія;Будівництво;Транспорт;Новомосковськ;Регламент;Звернення;Охорона;Проблема;Красть;Громадськість;Кладовище;Благоустрій;Допомога;Спорт;Школа;Кількість слів;Лексична насиченість
Новомосковськ європейський;2013;2;15;Українці не купуватимуть депутатам нових квартир;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;210;1,4093959732
Новомосковськ європейський;2013;3;13;Як радянські свята годують європейських буржуїв;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,25
Новомосковськ європейський;2013;4;21;Десятий Світовий конгрес українців у Львові пройде під девізом Лесі Українки;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;210;1,4685314685
Samara.in.ua;2013;5;31;Вибух на полігоні — двоє солдатів поранені;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,9444444444
nasamari;2013;5;10;АГИТАЦИЯ ПАРТИИ РЕГИОНОВ ПО НОВОМОСКОВСКИ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;211;1,4652777778
nasamari;2013;6;29;Сенатори США вимагають від ЦРУ інформацію про програми стеження;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;1,4066666667
nasamari;2013;8;1;ВЛАСТЬ ДЕЛАЕТ ВИД, ЧТО НЕ ВИДИТ, КАК ОЛИГАРХИ ГРАБЯТ НАРОД;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;211;1,335443038
nasamari;2013;8;7;В Николаевской области пьяный начальник ГАИ устроил ДТП;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;1,2787878788
Новомосковськ європейський;2012;12;12;Вілкул заплатить $100 тисяч за 15 хвилин відеореклами трудових буднів;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;211;1,2267441861
Новомосковськ європейський;2012;12;13;Влада вперто не бажає бачити причин кризи в Україні;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;1,2126436782
Новомосковськ європейський;2013;1;16;Україна обігнала легендарний Гондурас… за темпами регресу демократії;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;1,335443038
Новомосковськ європейський;2013;1;23;Влітку Україну через референдум затягнуть у Євразійський союз;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;211;1,4652777778
Новомосковськ європейський;2013;1;24;Тігіпко відвідав лише одне засідання Ради, а його картка – усі шість;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;211;1,6356589147
Новомосковськ європейський;2013;3;12;Путін легалізує діяльнсть ФСБ у державах СНД;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;211;1,485915493
Новомосковськ європейський;2013;3;23;Мега-хак анонімний дослідник за допомогою ботнету відсканував весь Інтернет;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;211;1,2485207101
nasamari;2013;1;7;Тягнибок;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;1,325
Новомосковськ сьогодні;2013;6;14;Народний депутат України Олена Бондаренко зустрілася з Дніпропетровськими студентами та відвідала унікальний Новомосковський хр;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;212;1,3086419753
Новомосковськ європейський;2012;10;9;Кому вірити Азаров каже, що тарифи на газ для населення після виборів не переглядатимуть;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;1,5474452555
Новомосковськ європейський;2012;11;4;Янукович дозволив закривати тимчасові дірки в бюджеті новими боргами;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;212;1,2544378698
Новомосковськ європейський;2012;11;23;Країну ділять на трьох Ахметова-Колєсникова, команду Фірташа і Сім’ю Януковича, — депутат;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;1,3417721519
Новомосковськ європейський;2013;1;19;Реєструватися підприємцями тепер можуть й 16-річні школярі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;212;1,3167701863
Новомосковськ європейський;2013;1;22;Перший національний готовий відмовитися від реклами, якщо отримає 10% доходів інших телеканалів;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;1,3167701863
Новомосковськ європейський;2013;2;6;В екс-президентів та спікерів парламенту хочуть відібрати привілеї;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;212;1,5474452555
Новомосковськ європейський;2013;2;20;У кінопрокаті з’явиться перший український 3D мультфільм;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;212;1,1157894737
Новомосковськ європейський;2013;2;23;Москаль оприлюднив докази відрахування Королевської з вузу (документ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;1,3947368421
Новомосковськ європейський;2013;2;23;На Монастирському острові в Дніпропетровську безслідно зникла група вчених;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;1,2926829268
nmsk.dp.ua;2012;11;30;Новомосковские маньяки прислали анонимное письмо;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;213;1,5323741007
Новомосковськ європейський;2012;8;21;Селищний голова Царичанки перетворився на суддю;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;213;1,4013157895
Новомосковськ європейський;2012;9;13;Українці зможуть подавати документи до суду через інтернет;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;213;1,5
Новомосковськ європейський;2012;9;29;Соціологи кажуть, що Наша Україна може пройти в парламент;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;213;1,5661764706
Новомосковськ європейський;2012;10;6;А про що ще говорити напередодні виборів партії влади;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;213;1,3653846154
Новомосковськ європейський;2012;11;3;Мельниченко має намір передати ГПУ записи про вбивство Щербаня;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;213;1,3653846154
Новомосковськ європейський;2012;11;23;Маразм покращення;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;213;1,4895104895
Новомосковськ європейський;2012;12;13;У бюджеті-2013 передбачено підвищення житлових тарифів на 67%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;213;1,3481012658
Новомосковськ європейський;2012;12;26;З 31 грудня — чемодан, вокзал, Росія;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;213;1,2831325301
Новомосковськ європейський;2013;1;22;Нині країна відзначає День Соборності;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;1,4013157895
Новомосковськ європейський;2013;1;23;Руїну подолано. Два волинські університети пішли на канікули через відсутність фінасування;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;213;1,3566878981
Новомосковськ європейський;2013;2;1;Американці втікають з українського енергоринку;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;1,4589041096
Новомосковськ європейський;2013;2;4;Янукостану потрібні люди, які зроблять все, що їм скаже султан;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;213;1,2909090909
Новомосковськ європейський;2013;6;18;Французи створили прозорі сонячні батареї для продовження роботи гаджетів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;1,2529411765
Samara.in.ua;2013;6;25;У Дніпропетровську вибухнула нафтобаза;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;213;2,1089108911
nasamari;2013;2;25;Металлу;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;1,4172185431
nasamari;2013;4;9;У Житомирі облраду брали штурмом, щоб змусити скасувати передачу землі Фірташу;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;1,3128834356
nasamari;2013;5;27;В Европу через попу ( ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;214;1,3896103896
Новомосковськ європейський;2012;9;2;Золотий запас Партії регіонів;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;1,5507246377
Новомосковськ європейський;2012;10;15;УДАР зняв 26 кандидатів на користь Батьківщини;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;1,5507246377
Новомосковськ європейський;2012;10;22;Світовий конгрес українців направить на парламентські вибори 300 спостерігачів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;214;1,5851851852
Новомосковськ європейський;2012;11;5;В Росії розробили програму для фільтрації екстремістських висловів у Інтернеті;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;1,2738095238
Новомосковськ європейський;2012;11;22;Литвин спікеруватиме і в новому парламенті;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;1,4078947368
Новомосковськ європейський;2013;1;18;До шкільної програми застосували цензуру;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;214;1,4266666667
Новомосковськ європейський;2013;2;1;Автора білборда з бабусею й котом виправдали;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;214;1,296969697
Samara.in.ua;2012;11;23;Звідки лунають вибухи;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;214;1,5851851852
nasamari;2013;8;16;У Криму медики потягли з бюджету більш ніж півмільйона гривень;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;215;1,34375
nmsk.dp.ua;2012;9;20;Новомосковське УЕГГ інформує;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;215;1,5808823529
Новомосковськ європейський;2012;9;30;Влада бере під контроль профспілки;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;215;1,3109756098
Новомосковськ європейський;2012;11;23;Магічне яйце. Литвин хоче заборонити вносити до сесійної зали сторонні предмети;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;215;1,4238410596
Новомосковськ європейський;2012;11;25;В Україні започаткували гарячу лінію проти гендерного насильства;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;215;1,3190184049
Новомосковськ європейський;2012;11;28;Біометричні паспорти вкрадуть 6 мільярдів у держави;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;215;1,3522012579
Новомосковськ європейський;2012;12;21;Я не дозволю підпорядкувати уряду Грузії судову систему;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;215;1,5357142857
Новомосковськ європейський;2012;12;30;Екологи стурбовані, що новведення регіоналів можуть призвести до беспредєла;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;215;1,34375
Новомосковськ європейський;2013;2;2;Інтернет-шахраї спустошують рахунки українців, видурюючи їхні банківські дані;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;215;1,2797619048
Новомосковськ європейський;2013;2;3;Останній подих українського книговидавництва;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;215;1,2573099415
Новомосковськ європейський;2013;3;22;Учені-україністи з України та діаспори зібрались у Празі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;1,462585034
Samara.in.ua;2012;8;14;Конкурс по мажоритарке — 15 человек на депутатское кресло;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;1,8695652174
Samara.in.ua;2013;4;24;Місяць затемниться на чотири години 25 квітня;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;1,9196428571
nasamari;2012;8;21;Кандида;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;216;1,3757961783
nasamari;2013;9;21;Вихідці з Донбасу окупували до 75 % місць в органах влади — ЗМІ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;1,44
nmsk.dp.ua;2012;11;15;Пресвята богородиця чує кожного;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;216;1,2631578947
Новомосковськ європейський;2012;12;4;Кримські татари бачать причину погромів у відпустці Могильова;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;216;1,3170731707
Новомосковськ європейський;2012;12;19;У Кремлі вважають, що Україна все одно від МС нікуди не подінеться;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;1,358490566
Новомосковськ європейський;2013;1;20;Петлюру в Києві ви не побачите, для нашого істеблішменту він не герой — історик;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;1,4304635762
Новомосковськ європейський;2013;3;23;За рік кожен українець сплачує державі більше 25 тисяч;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;216;1,5104895105
Новомосковськ європейський;2013;6;14;У Дніпропетровську почали розслідувати забруднення унікального озера;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;216;1,2413793103
Новомосковськ європейський;2013;6;30;В’єтнамки найзручніше або найшкідливіше взуття;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;216;1,3333333333
Samara.in.ua;2013;2;27;Енергія вітру витісняє атомну;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;1,7851239669
Samara.in.ua;2013;6;6;Скільки коштує ремонт хрущовок і бараків підрахували у Мінрегіоні;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;216;1,5652173913
